name,url,rating,type,grade,pitches,length,latitude,longitude,votes,state,gorge,area,crag,subcrag,yds,protection
Quarryman's Hands,https://www.mountainproject.com/route/112889261/quarrymans-hands,1.0,Sport,5.11c,1,50.0,38.24137,-80.84379,1,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),The Long Wall,11.0,
Under the Milky Way,https://www.mountainproject.com/route/105918478/under-the-milky-way,3.9,Sport,5.11d,1,70.0,38.24137,-80.84379,154,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),The Long Wall,11.0,
Six Dollars,https://www.mountainproject.com/route/106602644/six-dollars,3.4,Sport,5.11d,1,60.0,38.24137,-80.84379,22,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),The Long Wall,11.0,
Flirting with E,https://www.mountainproject.com/route/106001347/flirting-with-e,3.5,Sport,5.11d,1,60.0,38.24137,-80.84379,29,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),The Long Wall,11.0,
"Showercam, and Your Wife's the Star",https://www.mountainproject.com/route/106092113/showercam-and-your-wifes-the-star,2.4,Sport,5.9,1,40.0,38.24156,-80.84428,19,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),DC Memorial Boulder,9.0,
Process of Elimination,https://www.mountainproject.com/route/105992269/process-of-elimination,2.8,Sport,5.11b,1,45.0,38.24156,-80.84428,63,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),DC Memorial Boulder,11.0,
Delayed Stress Syndrome,https://www.mountainproject.com/route/105994649/delayed-stress-syndrome,2.7,Sport,5.11b,1,35.0,38.24156,-80.84428,58,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),DC Memorial Boulder,11.0,
Spider Needs a Thesaurus (Dinosaurus Clitoris),https://www.mountainproject.com/route/106416034/spider-needs-a-thesaurus-dinosaurus-clitoris,2.0,Sport,5.11d,1,60.0,38.24156,-80.84428,1,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),DC Memorial Boulder,11.0,
Sudetica Verticalia,https://www.mountainproject.com/route/106602639/sudetica-verticalia,1.6,Sport,5.10a,1,40.0,38.2418,-80.84524,33,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Gun Wall,10.0,
Trigger Happy,https://www.mountainproject.com/route/106811063/trigger-happy,2.4,Sport,5.10a,1,35.0,38.2418,-80.84524,91,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Gun Wall,10.0,
All Ears,https://www.mountainproject.com/route/106289180/all-ears,2.1,Sport,5.10b,1,45.0,38.2418,-80.84524,40,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Gun Wall,10.0,
Armed and Dangerous,https://www.mountainproject.com/route/113794770/armed-and-dangerous,2.4,Sport,5.10b,1,,38.2418,-80.84524,13,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Gun Wall,10.0,
Talk About It,https://www.mountainproject.com/route/105993742/talk-about-it,2.1,Sport,5.10b/c,1,50.0,38.2418,-80.84524,42,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Gun Wall,10.0,
Gun Lust,https://www.mountainproject.com/route/106289170/gun-lust,2.3,Sport,5.10c,1,45.0,38.2418,-80.84524,55,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Gun Wall,10.0,
The Deficit,https://www.mountainproject.com/route/106789227/the-deficit,2.4,Sport,5.10d,1,35.0,38.2418,-80.84524,20,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Gun Wall,10.0,
How 'Bout 'Em Apples,https://www.mountainproject.com/route/106773476/how-bout-em-apples,2.3,Sport,5.10d,1,40.0,38.2418,-80.84524,26,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Gun Wall,10.0,
Do it,https://www.mountainproject.com/route/106288348/do-it,2.0,Sport,5.11a,1,25.0,38.2418,-80.84524,43,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Gun Wall,11.0,
Clown School,https://www.mountainproject.com/route/106758490/clown-school,2.4,Sport,5.10a,1,50.0,38.24291,-80.8361,18,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Circus Wall,10.0,
"Unnamed, 5.11a  2",https://www.mountainproject.com/route/106758428/unnamed-511a-2,2.7,Sport,5.11a,1,40.0,38.24291,-80.8361,9,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Circus Wall,11.0,
"Unnamed, 5.11a",https://www.mountainproject.com/route/106758388/unnamed-511a,2.2,Sport,5.11a,1,50.0,38.24291,-80.8361,5,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Circus Wall,11.0,
Unknown .11-,https://www.mountainproject.com/route/114372295/unknown-11,2.0,Sport,5.11a/b,1,60.0,38.24291,-80.8361,1,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Circus Wall,11.0,
Overboard,https://www.mountainproject.com/route/106758402/overboard,2.2,Sport,5.11b,1,50.0,38.24291,-80.8361,5,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Circus Wall,11.0,
Unnamed Crack,https://www.mountainproject.com/route/116190888/unnamed-crack,2.0,Trad,5.7+,1,60.0,38.24751,-80.82271999999998,1,West Virginia,The New River Gorge,Summersville and Gauley River,Summersville Lake (main),Far climbers Right,7.0,
Kamikaze Lizards,https://www.mountainproject.com/route/109148560/kamikaze-lizards,3.0,Trad,5.9+,1,60.0,38.20387,-80.89914,2,West Virginia,The New River Gorge,Summersville and Gauley River,Gauley Crag,,9.0,
Question of Integrity,https://www.mountainproject.com/route/109544310/question-of-integrity,2.0,Trad,5.10c,1,60.0,38.20387,-80.89914,1,West Virginia,The New River Gorge,Summersville and Gauley River,Gauley Crag,,10.0,
Got It Licked,https://www.mountainproject.com/route/111994501/got-it-licked,2.3,Sport,5.7,1,100.0,38.2274,-80.85231,8,West Virginia,The New River Gorge,Summersville and Gauley River,Lost World,,7.0,
Meeting the Siskin,https://www.mountainproject.com/route/114284395/meeting-the-siskin,2.0,Sport,5.9,1,35.0,38.2274,-80.85231,1,West Virginia,The New River Gorge,Summersville and Gauley River,Lost World,,9.0,
Take Me Over the Edge,https://www.mountainproject.com/route/111994482/take-me-over-the-edge,3.8,Trad,5.9,1,100.0,38.2274,-80.85231,5,West Virginia,The New River Gorge,Summersville and Gauley River,Lost World,,9.0,
Don't Stop Now,https://www.mountainproject.com/route/111604210/dont-stop-now,3.3,Sport,5.11a,1,60.0,38.2274,-80.85231,4,West Virginia,The New River Gorge,Summersville and Gauley River,Lost World,,11.0,
Cock Bender,https://www.mountainproject.com/route/112469547/cock-bender,2.0,Sport,5.8,1,60.0,38.19693,-80.94463,1,West Virginia,The New River Gorge,Summersville and Gauley River,Carnifex Ferry,,8.0,
Doo-Wah Woof,https://www.mountainproject.com/route/106910833/doo-wah-woof,1.5,Trad,5.4,1,60.0,38.09027,-81.08718,19,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,4.0,
Micro Brew,https://www.mountainproject.com/route/106138658/micro-brew,1.3,Sport,5.5,1,50.0,38.09027,-81.08718,71,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,5.0,
Near Beer,https://www.mountainproject.com/route/106138647/near-beer,1.7,Sport,5.6,1,40.0,38.09027,-81.08718,65,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,6.0,
Gilded Otter,https://www.mountainproject.com/route/106138651/gilded-otter,1.7,Sport,5.7,1,50.0,38.09027,-81.08718,73,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,7.0,
Daisy Cutter,https://www.mountainproject.com/route/106406584/daisy-cutter,2.6,Sport,5.7,1,60.0,38.09027,-81.08718,110,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,7.0,
Thank God I'm Bubbafied!,https://www.mountainproject.com/route/105997741/thank-god-im-bubbafied,2.8,Trad,5.8,1,60.0,38.09027,-81.08718,4,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,8.0,
Cerveza Verde,https://www.mountainproject.com/route/106138663/cerveza-verde,2.4,Sport,5.8+,1,45.0,38.09027,-81.08718,61,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,8.0,
A Pound of Prevention,https://www.mountainproject.com/route/105997731/a-pound-of-prevention,2.0,Trad,5.8+,1,55.0,38.09027,-81.08718,6,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,8.0,
Beer Wench,https://www.mountainproject.com/route/106138673/beer-wench,2.1,Sport,5.9-,1,50.0,38.09027,-81.08718,52,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,9.0,
Fred Sandstone Flake,https://www.mountainproject.com/route/106910793/fred-sandstone-flake,2.5,Trad,5.9,1,60.0,38.09027,-81.08718,12,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,9.0,
Werewolf,https://www.mountainproject.com/route/107984144/werewolf,2.5,Trad,5.10b PG13,1,40.0,38.09027,-81.08718,6,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,10.0,PG13
St. Pauli Girl,https://www.mountainproject.com/route/106310004/st-pauli-girl,3.0,Sport,5.10b/c,1,50.0,38.09027,-81.08718,111,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,10.0,
Bubbaweiser,https://www.mountainproject.com/route/106603023/bubbaweiser,2.7,Sport,5.10d,1,70.0,38.09027,-81.08718,31,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,10.0,
Delerium Tremors,https://www.mountainproject.com/route/106310009/delerium-tremors,2.4,Sport,5.11a,1,50.0,38.09027,-81.08718,12,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,11.0,
Celebration Ale,https://www.mountainproject.com/route/106970281/celebration-ale,2.7,Sport,5.11a,1,70.0,38.09027,-81.08718,19,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,11.0,
My Sister Makes Cluster Bombs,https://www.mountainproject.com/route/106970293/my-sister-makes-cluster-bombs,2.4,Sport,5.11c,1,50.0,38.09027,-81.08718,8,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,11.0,
Spatenweiss,https://www.mountainproject.com/route/106970299/spatenweiss,2.6,Sport,5.11c,1,60.0,38.09027,-81.08718,15,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,11.0,
Cirrhosis of the Leader,https://www.mountainproject.com/route/106073368/cirrhosis-of-the-leader,2.3,Sport,5.11d,1,30.0,38.09027,-81.08718,7,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Beer Wall,11.0,
Plumber's Crack,https://www.mountainproject.com/route/107034624/plumbers-crack,2.3,Trad,5.6,1,50.0,38.10049,-81.09595999999998,39,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,6.0,
Bobby D's Bunny,https://www.mountainproject.com/route/106138121/bobby-ds-bunny,2.2,Sport,5.6,1,70.0,38.10049,-81.09595999999998,218,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,6.0,
5.5 My Ass,https://www.mountainproject.com/route/105856063/55-my-ass,1.8,Sport,5.6,1,50.0,38.10049,-81.09595999999998,167,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,6.0,
Butterfly Flake,https://www.mountainproject.com/route/106124184/butterfly-flake,2.4,Sport,5.7,1,40.0,38.10049,-81.09595999999998,157,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,7.0,
Shady Lady,https://www.mountainproject.com/route/106138616/shady-lady,2.4,Sport,5.7,1,60.0,38.10049,-81.09595999999998,161,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,7.0,
Assman,https://www.mountainproject.com/route/106138117/assman,1.1,Sport,5.8,1,45.0,38.10049,-81.09595999999998,26,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,8.0,
Geisha Girl,https://www.mountainproject.com/route/106138127/geisha-girl,3.1,Sport,5.8,1,95.0,38.10049,-81.09595999999998,311,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,8.0,
Mrs. Field's Follies,https://www.mountainproject.com/route/106138609/mrs-fields-follies,3.4,Sport,5.8,1,95.0,38.10049,-81.09595999999998,338,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,8.0,
Pay It Forward,https://www.mountainproject.com/route/106811030/pay-it-forward,2.1,Sport,5.9,1,50.0,38.10049,-81.09595999999998,49,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,9.0,
Crescendo,https://www.mountainproject.com/route/106138628/crescendo,2.5,Sport,5.9+,1,60.0,38.10049,-81.09595999999998,125,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,9.0,
Celtic Sun,https://www.mountainproject.com/route/105856047/celtic-sun,1.7,Sport,5.9+,1,50.0,38.10049,-81.09595999999998,61,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,9.0,
Zeitgeist,https://www.mountainproject.com/route/106138634/zeitgeist,2.6,Sport,5.10a,1,85.0,38.10049,-81.09595999999998,97,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
Hardcore Female Rash,https://www.mountainproject.com/route/105987551/hardcore-female-rash,1.1,Sport,5.10a,1,50.0,38.10049,-81.09595999999998,23,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
The Good Book,https://www.mountainproject.com/route/106875873/the-good-book,2.5,Sport,5.10a,1,60.0,38.10049,-81.09595999999998,107,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
Centennial,https://www.mountainproject.com/route/106896142/centennial,1.9,Sport,5.10b,1,40.0,38.10049,-81.09595999999998,25,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
"Decameron, The",https://www.mountainproject.com/route/106184767/decameron-the,3.6,Sport,5.10b,1,90.0,38.10049,-81.09595999999998,255,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
Badass Tattoo,https://www.mountainproject.com/route/106418047/badass-tattoo,3.1,Sport,5.10b,1,90.0,38.10049,-81.09595999999998,116,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
Witches of Bangor,https://www.mountainproject.com/route/107885992/witches-of-bangor,2.5,Sport,5.10c,1,50.0,38.10049,-81.09595999999998,32,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
Kinesthetica,https://www.mountainproject.com/route/105987545/kinesthetica,3.6,Sport,5.10c,1,90.0,38.10049,-81.09595999999998,188,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
Booby Prize,https://www.mountainproject.com/route/107895953/booby-prize,2.5,Sport,5.10d,1,70.0,38.10049,-81.09595999999998,12,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
Hepatitis C,https://www.mountainproject.com/route/106782906/hepatitis-c,2.0,Sport,5.10d,1,80.0,38.10049,-81.09595999999998,15,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
Layback and Enjoy It,https://www.mountainproject.com/route/106138623/layback-and-enjoy-it,2.8,Sport,5.10d,1,60.0,38.10049,-81.09595999999998,92,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,10.0,
G-String,https://www.mountainproject.com/route/106711554/g-string,3.3,Sport,5.11a,1,80.0,38.10049,-81.09595999999998,104,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,11.0,
Jaws of Life,https://www.mountainproject.com/route/107792720/jaws-of-life,2.1,Sport,5.11a,1,90.0,38.10049,-81.09595999999998,7,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,11.0,
Weisenheimer Brainstorm,https://www.mountainproject.com/route/106140407/weisenheimer-brainstorm,2.3,Sport,5.11a,1,90.0,38.10049,-81.09595999999998,27,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,11.0,
ISO 9000,https://www.mountainproject.com/route/106896165/iso-9000,2.4,Sport,5.11b,1,40.0,38.10049,-81.09595999999998,20,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,11.0,
Barb Wire,https://www.mountainproject.com/route/106877011/barb-wire,2.6,Sport,5.11c,1,80.0,38.10049,-81.09595999999998,11,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,11.0,
Bikini Line,https://www.mountainproject.com/route/107895946/bikini-line,2.3,Sport,5.11c,1,80.0,38.10049,-81.09595999999998,6,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,11.0,
Bass Ackwards,https://www.mountainproject.com/route/108251120/bass-ackwards,1.8,Sport,5.11c,1,50.0,38.10049,-81.09595999999998,5,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,11.0,
Clean Shaved,https://www.mountainproject.com/route/106866804/clean-shaved,2.0,Sport,5.11d,1,70.0,38.10049,-81.09595999999998,10,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Sandstonia,11.0,
Wunderkind,https://www.mountainproject.com/route/106138679/wunderkind,1.5,Sport,5.6,1,45.0,38.09087,-81.08835,28,West Virginia,The New River Gorge,New River Gorge Proper,Bubba City,Bubba Buttress,6.0,
