Route,Location,URL,Avg Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,votes
Process of Elimination,DC Memorial Boulder > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105992269/process-of-elimination,2.8,Sport,5.11b,1,45.0,38.24156,-80.84428,63
Delayed Stress Syndrome,DC Memorial Boulder > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105994649/delayed-stress-syndrome,2.7,Sport,5.11b,1,35.0,38.24156,-80.84428,58
Spider Needs a Thesaurus (Dinosaurus Clitoris),DC Memorial Boulder > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106416034/spider-needs-a-thesaurus-dinosaurus-clitoris,2.0,Sport,5.11d,1,60.0,38.24156,-80.84428,1
Sudetica Verticalia,Gun Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106602639/sudetica-verticalia,1.6,Sport,5.10a,1,40.0,38.2418,-80.84524,33
Trigger Happy,Gun Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106811063/trigger-happy,2.4,Sport,5.10a,1,35.0,38.2418,-80.84524,91
All Ears,Gun Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106289180/all-ears,2.1,Sport,5.10b,1,45.0,38.2418,-80.84524,40
Armed and Dangerous,Gun Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/113794770/armed-and-dangerous,2.4,Sport,5.10b,1,,38.2418,-80.84524,13
Talk About It,Gun Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105993742/talk-about-it,2.1,Sport,5.10b/c,1,50.0,38.2418,-80.84524,42
Gun Lust,Gun Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106289170/gun-lust,2.3,Sport,5.10c,1,45.0,38.2418,-80.84524,55
The Deficit,Gun Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106789227/the-deficit,2.4,Sport,5.10d,1,35.0,38.2418,-80.84524,20
How 'Bout 'Em Apples,Gun Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106773476/how-bout-em-apples,2.3,Sport,5.10d,1,40.0,38.2418,-80.84524,26
Do it,Gun Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106288348/do-it,2.0,Sport,5.11a,1,25.0,38.2418,-80.84524,43
Clown School,Circus Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106758490/clown-school,2.4,Sport,5.10a,1,50.0,38.242909999999995,-80.8361,18
"Unnamed, 5.11a  2",Circus Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106758428/unnamed-511a-2,2.7,Sport,5.11a,1,40.0,38.242909999999995,-80.8361,9
"Unnamed, 5.11a",Circus Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106758388/unnamed-511a,2.2,Sport,5.11a,1,50.0,38.242909999999995,-80.8361,5
Unknown .11-,Circus Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/114372295/unknown-11,2.0,Sport,5.11a/b,1,60.0,38.242909999999995,-80.8361,1
Overboard,Circus Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106758402/overboard,2.2,Sport,5.11b,1,50.0,38.242909999999995,-80.8361,5
Unnamed Crack,Far climbers Right > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/116190888/unnamed-crack,2.0,Trad,5.7+,1,60.0,38.24751,-80.82271999999999,1
Kamikaze Lizards,Gauley Crag > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/109148560/kamikaze-lizards,3.0,Trad,5.9+,1,60.0,38.20387,-80.89914,2
Question of Integrity,Gauley Crag > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/109544310/question-of-integrity,2.0,Trad,5.10c,1,60.0,38.20387,-80.89914,1
Got It Licked,Lost World > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/111994501/got-it-licked,2.3,Sport,5.7,1,100.0,38.2274,-80.85231,8
Meeting the Siskin,Lost World > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/114284395/meeting-the-siskin,2.0,Sport,5.9,1,35.0,38.2274,-80.85231,1
Take Me Over the Edge,Lost World > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/111994482/take-me-over-the-edge,3.8,Trad,5.9,1,100.0,38.2274,-80.85231,5
Don't Stop Now,Lost World > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/111604210/dont-stop-now,3.3,Sport,5.11a,1,60.0,38.2274,-80.85231,4
Cock Bender,Carnifex Ferry > Summersville and Gauley River > The New River Gorge > West Virginia,https://www.mountainproject.com/route/112469547/cock-bender,2.0,Sport,5.8,1,60.0,38.19693,-80.94463,1
Doo-Wah Woof,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106910833/doo-wah-woof,1.5,Trad,5.4,1,60.0,38.090270000000004,-81.08718,19
Micro Brew,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138658/micro-brew,1.3,Sport,5.5,1,50.0,38.090270000000004,-81.08718,71
Near Beer,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138647/near-beer,1.7,Sport,5.6,1,40.0,38.090270000000004,-81.08718,65
Gilded Otter,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138651/gilded-otter,1.7,Sport,5.7,1,50.0,38.090270000000004,-81.08718,73
Daisy Cutter,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106406584/daisy-cutter,2.6,Sport,5.7,1,60.0,38.090270000000004,-81.08718,110
Thank God I'm Bubbafied!,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105997741/thank-god-im-bubbafied,2.8,Trad,5.8,1,60.0,38.090270000000004,-81.08718,4
Cerveza Verde,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138663/cerveza-verde,2.4,Sport,5.8+,1,45.0,38.090270000000004,-81.08718,61
A Pound of Prevention,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105997731/a-pound-of-prevention,2.0,Trad,5.8+,1,55.0,38.090270000000004,-81.08718,6
Beer Wench,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138673/beer-wench,2.1,Sport,5.9-,1,50.0,38.090270000000004,-81.08718,52
Fred Sandstone Flake,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106910793/fred-sandstone-flake,2.5,Trad,5.9,1,60.0,38.090270000000004,-81.08718,12
Werewolf,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107984144/werewolf,2.5,Trad,5.10b PG13,1,40.0,38.090270000000004,-81.08718,6
St. Pauli Girl,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106310004/st-pauli-girl,3.0,Sport,5.10b/c,1,50.0,38.090270000000004,-81.08718,111
Bubbaweiser,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106603023/bubbaweiser,2.7,Sport,5.10d,1,70.0,38.090270000000004,-81.08718,31
Delerium Tremors,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106310009/delerium-tremors,2.4,Sport,5.11a,1,50.0,38.090270000000004,-81.08718,12
Celebration Ale,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106970281/celebration-ale,2.7,Sport,5.11a,1,70.0,38.090270000000004,-81.08718,19
My Sister Makes Cluster Bombs,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106970293/my-sister-makes-cluster-bombs,2.4,Sport,5.11c,1,50.0,38.090270000000004,-81.08718,8
Spatenweiss,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106970299/spatenweiss,2.6,Sport,5.11c,1,60.0,38.090270000000004,-81.08718,15
Cirrhosis of the Leader,Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106073368/cirrhosis-of-the-leader,2.3,Sport,5.11d,1,30.0,38.090270000000004,-81.08718,7
Plumber's Crack,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107034624/plumbers-crack,2.3,Trad,5.6,1,50.0,38.10049,-81.09595999999999,39
Bobby D's Bunny,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138121/bobby-ds-bunny,2.2,Sport,5.6,1,70.0,38.10049,-81.09595999999999,218
5.5 My Ass,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105856063/55-my-ass,1.8,Sport,5.6,1,50.0,38.10049,-81.09595999999999,167
Butterfly Flake,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106124184/butterfly-flake,2.4,Sport,5.7,1,40.0,38.10049,-81.09595999999999,157
Shady Lady,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138616/shady-lady,2.4,Sport,5.7,1,60.0,38.10049,-81.09595999999999,161
Assman,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138117/assman,1.1,Sport,5.8,1,45.0,38.10049,-81.09595999999999,26
Geisha Girl,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138127/geisha-girl,3.1,Sport,5.8,1,95.0,38.10049,-81.09595999999999,311
Mrs. Field's Follies,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138609/mrs-fields-follies,3.4,Sport,5.8,1,95.0,38.10049,-81.09595999999999,338
Pay It Forward,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106811030/pay-it-forward,2.1,Sport,5.9,1,50.0,38.10049,-81.09595999999999,49
Crescendo,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138628/crescendo,2.5,Sport,5.9+,1,60.0,38.10049,-81.09595999999999,125
Celtic Sun,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105856047/celtic-sun,1.7,Sport,5.9+,1,50.0,38.10049,-81.09595999999999,61
Zeitgeist,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138634/zeitgeist,2.6,Sport,5.10a,1,85.0,38.10049,-81.09595999999999,97
Hardcore Female Rash,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105987551/hardcore-female-rash,1.1,Sport,5.10a,1,50.0,38.10049,-81.09595999999999,23
The Good Book,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106875873/the-good-book,2.5,Sport,5.10a,1,60.0,38.10049,-81.09595999999999,107
Centennial,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106896142/centennial,1.9,Sport,5.10b,1,40.0,38.10049,-81.09595999999999,25
"Decameron, The",Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106184767/decameron-the,3.6,Sport,5.10b,1,90.0,38.10049,-81.09595999999999,255
Badass Tattoo,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106418047/badass-tattoo,3.1,Sport,5.10b,1,90.0,38.10049,-81.09595999999999,116
Witches of Bangor,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107885992/witches-of-bangor,2.5,Sport,5.10c,1,50.0,38.10049,-81.09595999999999,32
Kinesthetica,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105987545/kinesthetica,3.6,Sport,5.10c,1,90.0,38.10049,-81.09595999999999,188
Booby Prize,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107895953/booby-prize,2.5,Sport,5.10d,1,70.0,38.10049,-81.09595999999999,12
Hepatitis C,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106782906/hepatitis-c,2.0,Sport,5.10d,1,80.0,38.10049,-81.09595999999999,15
Layback and Enjoy It,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106138623/layback-and-enjoy-it,2.8,Sport,5.10d,1,60.0,38.10049,-81.09595999999999,92
G-String,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106711554/g-string,3.3,Sport,5.11a,1,80.0,38.10049,-81.09595999999999,104
Jaws of Life,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107792720/jaws-of-life,2.1,Sport,5.11a,1,90.0,38.10049,-81.09595999999999,7
Weisenheimer Brainstorm,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106140407/weisenheimer-brainstorm,2.3,Sport,5.11a,1,90.0,38.10049,-81.09595999999999,27
ISO 9000,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106896165/iso-9000,2.4,Sport,5.11b,1,40.0,38.10049,-81.09595999999999,20
Barb Wire,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106877011/barb-wire,2.6,Sport,5.11c,1,80.0,38.10049,-81.09595999999999,11
Bikini Line,Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107895946/bikini-line,2.3,Sport,5.11c,1,80.0,38.10049,-81.09595999999999,6
